Nombre,Resumen Editorial,Tipo de Resumen,API Utilizada,Calificación,Total de Reseñas,Dirección,Teléfono,Latitud,Longitud,Distancia (km),URL de Google Maps,Sitio Web,Horarios,Nivel de Precios,Número de Fotos,Comentarios,Comentarios_Analizados,Sentimiento_Positivo,Sentimiento_Negativo,Sentimiento_Neutral,Porcentaje_Positivos,Porcentaje_Negativos,Porcentaje_Neutrales,Score_Sentimiento_Promedio,Categoria_Sentimiento,NPS_Score,NPS_Categoria
La Tapatia Taqueria,"La Tapatia Taqueria es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 1873 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.1,1873.0,"Aldama 76, San Pablo, Iztapalapa, 09000 Ciudad de México, CDMX",55 3973 8771,19.3590166,-99.0911815,10.19,https://maps.google.com/?cid=9062748540572580019,,domingo: 9:00 a.m. – 11:00 p.m.; lunes: 9:00 a.m. – 11:00 p.m.; martes: 9:00 a.m. – 11:00 p.m.; miércoles: 9:00 a.m. – 11:00 p.m.; jueves: 9:00 a.m. – 11:00 p.m.; viernes: 9:00 a.m. – 11:00 p.m.; sábado: 9:00 a.m. – 11:00 p.m.,$$$,10,"Todo muy rico, gran variedad de platillos, tacos, quesadillas, pozole y ningun sabor se combina con otro ya que tienen espacios propios de preparación, te atienden muy rápido, es limpio. Lo que falla es que las mesas estan un tanto apretadas si reciben bastante gente pero no estaria mal quitar una mesa en la filas, si ya terminaste rápidamente te estan como pidiendo que pidas otra cosa para que salgas aunque no tengan mas gente; lo ultimo es que nose si es la dueña o esposa del dueño o novia de los del servicio tiene a su bebes corre y corre por todos lados y obviamente noes pertinente en ocasiones deja tirarse y hacer estrellitas, anda corriendo, hace berrinches etc y pues claro que quita como el disfrute de tu comida. | El servicio es regular llevo años visitándolos tienen una birria muy muy buena, las quesadillas de comal son bastante buenas, y hoy probé la pancita me gusto mucho también, las tortillas son echas a mano lo que da un sabor inigualable. El agua necesitan mejorarla mucho. | Es una taquería con tradición de muchos años, la comida no es mala, pero el servicio  deja mucho a desear el mesero era el más joven que se encontraba en el turno de la noche; contestaba de malas y andaba con sus caras hacia malos comentarios con sud compañeros de los comensales.
Dueños del lugar por favor capaciten a sus meseros. | Mal atención, no tienen la mínima idea de como tratar a un comensal, a pesar de que el comensal sea amable los tacos ni se diga. Tacos de 1 peso pero costando casi 20. No recomiendo ir mejor al puesto de garnachas de a lado.. | Excelente lugar tradicional de Iztapalapa, las quesadillas al comal deliciosas, tacos súper buenos, todos los meseros muy amables, lo recomiendo 🥰🥰",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
"""Tacos Vero""","""Tacos Vero"" se destaca por la calidad de sus tacos y el buen servicio al cliente.",Generado Automáticamente,Places API (Legacy),4.5,28.0,"J. Aguilar y López 7, San Diego Churubusco, Coyoacán, 04120 Ciudad de México, CDMX",,19.3503291,-99.1465415,6.77,https://maps.google.com/?cid=3475035933853291873,,domingo: Cerrado; lunes: 7:00 a.m. – 5:00 p.m.; martes: 7:00 a.m. – 5:00 p.m.; miércoles: 7:00 a.m. – 5:00 p.m.; jueves: 7:00 a.m. – 5:00 p.m.; viernes: 7:00 a.m. – 5:00 p.m.; sábado: Cerrado,,2,"20241015 10:00h
Bonito lugar para un almuerzo fast, rico y nutritivo. Siempre he llegado con hambre y siempre he salido saciado y satisfecho. Por la comida y por la atención de quien esté (A veces estaba un Don, a veces una chica superamable y su hijo -poco dinámico y viendo el facebook siempre-).
Conviene tenerlo en el mapa por si alguna vez anda Ud. por la zona y quiere almuerzo mexicano. | Muy sabrosos los tacos de guisado de pollo con nopales. Y bastante variedad de otros guisos. Al igual que el café de olla. Atento servicio. | Hace 7 años que no voy, me encantaban, espero regresar pronto. Los tacos bien ricos y bien servidos, puedes agregarle nopalitos, unas ricas salsitas y entre otras cosas. Hay variedad. Una chulada de sabor. | Los conocía mas como los Tacos de Arturo, por las mañanas variedad de guisados y porciones muy recomedables, casi todo lo que pruebas pasa la prueba. en la noche solo  he ido una vez, tardaron un poco con mis tacos de carne asada pero las tostadas salieron muy rápido, en general bien si andas con hambre en la zona. | La atención es muy buena, los tacos les falta un poco de sazón y el ambiente es de una cocina económica",5,5,0,0,100.0,0.0,0.0,1.0,Muy Positivo,100.0,Excelente
Taqueria El Corral,Taqueria El Corral es una taquería local con buenas calificaciones que ofrece auténtica comida mexicana.,Generado Automáticamente,Places API (Legacy),3.5,43.0,"Playa Pie de la Cuesta 329, El Retoño, Iztapalapa, 09440 Ciudad de México, CDMX",,19.3761496,-99.1261572,10.05,https://maps.google.com/?cid=15678231967547006123,,domingo: 10:00 a.m. – 5:00 p.m.; lunes: 10:00 a.m. – 5:00 p.m.; martes: 10:00 a.m. – 5:00 p.m.; miércoles: 10:00 a.m. – 5:00 p.m.; jueves: 10:00 a.m. – 5:00 p.m.; viernes: 10:00 a.m. – 5:00 p.m.; sábado: 10:00 a.m. – 5:00 p.m.,,0,"El lugar es perfecto para comer unos tacos!! Todos están deliciosos el suadero otro nivel y si tienes sed su aguas son las más deliciosas el personal Muy amable y atento y te dan muy buenas recomendaciones son duda uno de mis mejores lugares para comer tacos en la CDMX | Deliciosos guisados y muy bastos en cada taco. | Feo, muy sencillo pero son tacos de guisado y están bien hechos. | Rodadas todos los lunes de 7:30pm para salir a las 8:00 PM en punto | Mucha variedad y muy rico bien servido",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
Restaurante/Taquería Taco Keto,Restaurante/Taquería Taco Keto se destaca por la calidad de sus tacos y el buen servicio al cliente.,Generado Automáticamente,Places API (Legacy),4.3,34.0,"C. Azores 597, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX",55 5605 4876,19.3673764,-99.154872,8.6,https://maps.google.com/?cid=13577175393944213100,,domingo: Cerrado; lunes: 9:00 a.m. – 10:00 p.m.; martes: 9:00 a.m. – 10:00 p.m.; miércoles: 9:00 a.m. – 10:00 p.m.; jueves: 9:00 a.m. – 10:00 p.m.; viernes: 9:00 a.m. – 10:00 p.m.; sábado: 9:00 a.m. – 10:00 p.m.,,10,"Una vez me basto para comer ahí para nunca volver, en mi sopa había una tira de fibra metálica para lavar trastes, se les dijo y solo dijeron hay perdón, y la pechuga que le sirvieron a mi amigo estaba en mal estado como si uno no supiera cuando el pollo no sirve. No coman ahí no cuidan la higiene de los alimentos, te tratan mal. Eviten enfermarse del estómago. | Muy buenos tacos la verdad nos sorprendieron. Todos los ingredientes eran de muy buena calidad, los tacos cero grasosos y los que atienden fueron muy amables. Aceptan tarjeta y mercado pago 🏅 | Muy buena preparación y tienen gran variedad de platos
Choripan y tacos al pastor excelente
Les dejo el teléfono, hacen domicilio
Aceptan mascotas | Super desagradable lugar , la carne estaba hechada a perder . se le dijo al chico que cortaba el pastor y se molesto . está muy mal este establecimiento no es buen lugar para comer | No tenía mucha expectativa pero al llegar fue una buena atención, me sorprendió el
sabor de los tacos (bistec y pastor) la salsa hizo que ganara puntos a su favor y la cerveza estaba muy fría.",5,2,0,3,40.0,0.0,60.0,0.4,Positivo,40.0,Bueno
Taquería Don Frank,"Taquería Don Frank es una taquería muy popular y bien valorada, destacada por su excelente calidad y servicio. Destaca por sus precios moderados y más de 13412 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.6,13412.0,"Torres Adalid 1353, Narvarte Poniente, Benito Juárez, 09030 Ciudad de México, CDMX",55 5523 9101,19.3894271,-99.1579173,11.06,https://maps.google.com/?cid=7491119263767461523,https://flow.page/donfranktaquerias,domingo: 1:30 p.m. – 1:00 a.m.; lunes: 1:30 p.m. – 1:00 a.m.; martes: 1:30 p.m. – 1:00 a.m.; miércoles: 1:30 p.m. – 1:00 a.m.; jueves: 1:30 p.m. – 1:00 a.m.; viernes: 1:30 p.m. – 1:00 a.m.; sábado: 1:30 p.m. – 1:00 a.m.,$$$,10,"Buenos tacos, se siente de calidad de la carne y las salsas no son lo mejor pero acompañan bien a los taquitos, la tortilla a mano está rica, probé y recomiendo la michelada de Clamato, taco de suadero (ni muy seco ni muy grasosos), costilla, bistec y todo todo me pereció rico! Volvería definitivamente!! OJO con los tacos de tortilla hecha a mano porque son grandes, yo con 2 me quedé satisfecha | De todas las sucursales siempre ha sido mi favorita esta, el servicio muy rápido, la comida fresca, la atención muy buena, el servicio que nos brindó Guadalupe estuvo excelente! Muy recomendado | Muy buenos tacos 🌮 las tortillas hechas a mano,  acompañados de sus guarniciones ( pico de gallo, nopales, frijoles y papas), también te dan cebollitas de cambray y pepinos, las aguas de sabor muy buenas, yo pedí una de horchata con fresa 🍓 deliciosa, los precios accesibles y los meseros muy atentos!!!!😋😋😋 | Pedí una gringa de ""costilla"" y otra de pastor. Ambas horribles 🤮 de pésima calidad la carne y el queso. La tortilla dura y tan barato no es. Cero lo recomiendo. | Buen servicio, me gustaron mucho los tacos y el agua de guayaba con Jamaica, me atendió un sr que se llama Diego muy amable y atento",5,4,1,0,80.0,20.0,0.0,0.6,Muy Positivo,60.0,Muy Bueno
Taqueria La Flama,"Taqueria La Flama es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 4188 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.4,4188.0,"C. Dr. José María Vértiz 1311, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX",55 4444 5139,19.374483,-99.1544156,9.39,https://maps.google.com/?cid=10898924369133424348,https://www.facebook.com/taquerialaflama1/,domingo: 2:30–11:00 p.m.; lunes: 2:30–11:00 p.m.; martes: 2:30–11:00 p.m.; miércoles: 2:30–11:00 p.m.; jueves: 2:30–11:00 p.m.; viernes: 2:30–11:00 p.m.; sábado: 2:30–11:00 p.m.,$$$,10,"Todo bien la salsa verde deliciosa, tienen pago con tarjeta, esta limpio igual los sanitarios, el agua de Jamaica es buena, el servicio es bueno son atentos, todo bien nos vemos pronto | El lugar es  bueno y está bien ubicado.
Sus tacos de pastor saben muy rico y su salsa de guacamole es la que tiene mejor picor.
Un punto en contra es que tardaron en atenderme por lo cual el servicio se me  hizo lento, pese que no había mucha gente.
El trato fue cordial y aceptable. | Una de las mejores taquerías de la Ciudad de México. A pesar de haber estado establecida por tantos años sus sabores no cambian: los tacos al pastor, las gringas y los flamazos siguen conservando sus sabores originales. Solo falta agregar unos frijoles charros y un chicharrón de queso para los más pequeños, ¡una delicia!
Si van a la CDMX no pierdan la oportunidad de visitar esta taquería, aparte que todo su personal es amable y atienden con la mejor de las sonrisas. ¡Gracias! | Me dieron tortillas con hongos! pedi dos tacos de bistec con nopal y me dieron dos ordenes, u querian que me las quedara, obviamente regresé una orden ya que yo pedi tacos y me querian vender ordenes. Despues de que reclame el mesero se puso muy grosero. No regresaria | Pedí tacos para llevar y se demoraron un poco a pesar de que no tenían gente, el chico que me atendió fue muy amable, los tacos están buenos, pedí de suadero y pastor, al suadero estuvo regular, el pastor fue lo mejor, sin duda el mejor de la zona. Tiene un amplio menú y las tortillas son hechas a manos, muy recomendables.",5,4,0,1,80.0,0.0,20.0,0.8,Muy Positivo,80.0,Excelente
Taquería Los Güeros,"Taquería Los Güeros es una taquería muy popular y bien valorada, destacada por su excelente calidad y servicio. Destaca por sus precios moderados y más de 2062 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.5,2062.0,"Francisco Fernández del Castillo No 2906, Villa de Cortés, Benito Juárez, 03530 Ciudad de México, CDMX",55 4813 2981,19.3860772,-99.1340062,10.91,https://maps.google.com/?cid=5389686884993375366,,domingo: 4:30 p.m. – 1:00 a.m.; lunes: 4:30 p.m. – 1:00 a.m.; martes: 4:30 p.m. – 1:00 a.m.; miércoles: 4:30 p.m. – 1:00 a.m.; jueves: 4:30 p.m. – 1:00 a.m.; viernes: 4:30 p.m. – 1:00 a.m.; sábado: 4:30 p.m. – 1:00 a.m.,$$$,10,"¡Me encanta este lugar!, el sabor en sus alimentos y bebidas es delicioso 🌮 , la atención y el ambiente es muy agradable, definitivamente un lugar para comer bien y disfrutarlo en familia | Bastante rica la carne al pastor. El pastor con queso alcanza para compartir o bien llenarte si tienes mucha hambre.

Hay aguas de sabor y también micheladas. | Pongo 1 estrella porque no puedo poner menos, mandaron el pedido incompleto pero bien que lo cobraron. Todavía su ""solución"" fue recoger el pedido completo, por mi no hay problema, no olviden que fue un pedido de 1000 pesos pero si me devuelven mi dinero les devuelvo sus tacos, total espere casi 1 hora bien podía esperar otra hora en un lugar que si de un buen servicio. Al final dijo que mandaría el resto del pedido pero lo que hizo fue dejar de contestar | Era un gran lugar cuando solo tenían tacos al pastor. Pero lo peor es que no solo decayó la calidad de los alimentos sino que el servicio es lo que le sigue de pésimo. La última vez pedimos que por favor nos juntaran dos mesas porque 4 personas en sus mini mesas es incómodo. Lo solicitamos de buena forma, había 8 mesas vacías y nos dijeron que no, que porque si llegaba más gente no tendrían espacio 😒.
El mesero que es como jefe, un guerito con paliacate nos dijo: pues yo decido si les pongo otra mesa y no quiero, así que váyanse.
Obvio lo mandé muy lejos porque le importó muy poco que llevábamos niños y se portó así de despota y prepotente.
Mejor que le bajen 3 rayitas porque al final esos negocios viven de comensales. | La verdad está taquería es cero recomendable.

Los tacos más pellejudos de la historia, se le hizo saber al mesero y su respuesta muy déspota  y arrogante fue… “así está toda la carne, así es esta taqueria”

Mejor ni pierdan su tiempo, pensaba arreglarlos con la salsa y no, tampoco está buena.

Saludos.",5,2,2,1,40.0,40.0,20.0,0.0,Neutral,0.0,Pasivo
Taquería El Chaparrito de Puebla,"Taquería El Chaparrito de Puebla es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y más de 2257 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.3,2257.0,"Heroes del 47 89, San Diego Churubusco, Coyoacán, 04120 Ciudad de México, CDMX",55 5605 6026,19.3512838,-99.1490963,6.84,https://maps.google.com/?cid=3781159084648929091,,domingo: 2:00 p.m. – 12:00 a.m.; lunes: 2:00 p.m. – 12:00 a.m.; martes: 2:00 p.m. – 12:00 a.m.; miércoles: 2:00 p.m. – 12:00 a.m.; jueves: 2:00 p.m. – 12:00 a.m.; viernes: 2:00 p.m. – 12:00 a.m.; sábado: 2:00 p.m. – 12:00 a.m.,$$,10,"Me dieron una ""gringa"" sin tortilla arriba ,por $50 pesos. Cuando reclamé me dijeron que no la pedí de esa forma, ¿O sea que debo decir que me den una gringa con doble tortilla?
Limones amarillos y amargos
El baño lleno de moscas, me tardé mucho en sacarlas para usarlo medio a gusto.
El bistec seco sin condimentar, ni sal, ni sabor, nada.
Gastamos como 200 pesos y nos quedamos con mucha hambre.
Definitivamente no pierdan su dinero.

Asistí el domingo 16 a las 6;30 | Buenos tacos, sobre todo los de pastor con queso. Lo que mejoraría es la atención, de pronto es muy dispersa y casi nula. | ¡Los mejores tacos al pastor en el sur de la CDMX! (cerca Coyoacán, ex convento Churubusco, Calz.Tlalpan, etc)
Cuestan lo que tienen que costar, son del tamaño que tienen que ser, hay todas las otras versiones que quieras, y la atención es impecable.
Los tacos al pastor como deben de ser, y si no hay mesa pues se comen parados. | Una muy buena taqueria en Coyoacán para probar todo tipo de tacos a la plancha.
El lugar es muy sencillo y sin mayor decoración,  pero realmente el secreto está en la enorme variedad de tacos que tienen, de buena calidad y servidos en porciones muy generosas. Muy recomendable los de bistec con champiñones y los de pastor. El servicio muy amable, el lugar muy limpio y aceptan todas las tarjetas de crédito. Actualmente tienen la separación entre mesas, tapete en la entrada y todos los empleados usan cubrebocas. | Esta taquería era un obligatorio posterior a una noche de cervezas y amigos.
Lamentablemente hoy me presente siendo un viernes santo y no había gente, pero en lugar estaba sucio lleno de basura y con mesas sucias del anterior comensal.
La mesa donde me senté estaba en la entrada pegada al riel de la cortina y fue un poco desagradable ver varias cucarachas bebés mismas que pasaban de la pared a la mesa.
Para finalizar mi mala experiencia estaba consumiendo mis alimentos y me llevan la cuenta sin solicitarla, lo que pareciera te están corriendo.
Ojalá hagan cambios pronto o de lo contrario poco a poco irán perdiendo su clientela.",5,3,1,1,60.0,20.0,20.0,0.4,Positivo,40.0,Bueno
Taquería Brasil Copacabana (Vértiz),"Taquería Brasil Copacabana (Vértiz) es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 4152 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.2,4152.0,"Av. División del Nte. 1832, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX",55 5605 8669,19.3680778,-99.1558205,8.68,https://maps.google.com/?cid=12837952812721715203,http://www.taqueriascopacabana.com/,domingo: 1:00 p.m. – 1:00 a.m.; lunes: 1:00 p.m. – 1:00 a.m.; martes: 1:00 p.m. – 1:00 a.m.; miércoles: 1:00 p.m. – 1:00 a.m.; jueves: 1:00 p.m. – 2:00 a.m.; viernes: 1:00 p.m. – 1:00 a.m.; sábado: 1:00 p.m. – 1:00 a.m.,$$$,10,"- Llegué a esta taquería un fin de semana alrededor de las 6:00 p.m. La ocupación del lugar era del 40%.

- Ordené taco al pastor, orden de costilla con frijoles charros y agua de guayaba.

- En cuanto al sabor de los alimentos te diré que el agua de frutas la hacen al momento y está fresca, sin embargo, el precio es excesivo. El taco de pastor estaba insípido, lo mismo la costilla. Adicionalmente, te comento que las tortillas de maíz eran de esas blancas que saben como a maseca, no me gustaron y las salsas también estaban insípidas.

- La taquería está bien para ir una vez, no más.

Respecto al lugar, te comento lo siguiente:

- El ambiente es familiar.

- Apto para niños.

- Tienen wifi con buena señal.

- Aceptan algunas tarjetas de crédito y débito como método de pago adicional al efectivo.

- Si tienes movilidad reducida y/o vas en silla de ruedas, te comento que el acceso y movilidad dentro del lugar es de dificultad baja. Cuentan con rampa de acceso en la entrada y en el interior de la taquería.

- El lugar se encontraba visiblemente limpio.

- La atención fue buena.

- El servicio fue rápido.

- Cuentan con valet parking.

- No es un lugar pet friendly.

- Hay algunas áreas de oportunidad en las que pueden mejorar. | Es un lugar emblemático de la CDMX, el sabor es bueno, el servicio la verdad no tanto, aveces atienden de mala gana, el lugar es un poco anticuado y los baños también pero es parte de lo “emblemático y antiguo” de la Taquería.

Recomiendo los de marchitos y las aguas de sabor, deliciosas | Una taquería que nunca falla. La calidad de los platillos es consistente, el sabor destaca y las porciones son generosas. Los burritos son una excelente elección, definitivamente recomendables. Los tacos, aunque utilizan tortilla normal, no decepcionan en lo absoluto. Además, la atención del mesero Sergio es impecable, siempre de 10. Sin duda, un lugar al que vale la pena regresar. | Los tacos son buenos al igual que los sopes de bistec !!! El lugar está muy sencillo y los precios si son altos , les hace falta más ambiente y los meseros te atienden más o menos . Lo que los medio salva son sus tortillas hechas a mano.
Compré tres consomés de pollo para llevar y me dieron muy poca cantidad cuando siempre me llenan el envase la verdad parecía de juguete la porción menos de la mitad del recipiente y por el precio de $74 cada uno no es adecuado y me los puso el gerente ahora sí que no pueden decir que el mesero se equivocó | La gringa tenía poco queso , el taco de suadero muy rico y la chapata fue de gran tamaño no me gustó que la acompañan con papas tipo chips .
Para nosotros el servicio fue pésimo más de 35 mins esperando la cuenta y el lugar ni tan lleno estaba.",5,2,2,1,40.0,40.0,20.0,0.0,Neutral,0.0,Pasivo
"Taqueria ""La Güera""","Taqueria ""La Güera"" es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios muy económicos y 362 reseñas de clientes satisfechos.",Generado Automáticamente,Places API (Legacy),4.3,362.0,"09260, Porfirio del Castillo 28, Constitución de 1917, Iztapalapa, 09260 Ciudad de México, CDMX",,19.3489673,-99.062902,11.68,https://maps.google.com/?cid=6704455190857459071,,"domingo: 12:00 a.m. – 12:00 p.m., 6:30 p.m. – 12:00 a.m.; lunes: 12:00 a.m. – 12:00 p.m., 6:30 p.m. – 12:00 a.m.; martes: 12:00 a.m. – 12:00 p.m., 6:30 p.m. – 12:00 a.m.; miércoles: 12:00 a.m. – 12:00 p.m., 6:30 p.m. – 12:00 a.m.; jueves: 12:00 a.m. – 12:00 p.m., 6:30 p.m. – 12:00 a.m.; viernes: 12:00 a.m. – 12:00 p.m., 6:30 p.m. – 12:00 a.m.; sábado: 12:00 a.m. – 12:00 p.m., 6:30 p.m. – 12:00 a.m.",$$,9,"De las dos veces que he ido a comer uno de los tipos que esta ahi sale en lal foto de este anuncio  el de la gorra blanca se mete los dedos a la boca y asi despacha los tacos tiene mala actitud y mientras preparan los tacos note salir del puesto dos cucarachas enormes a parte de que deberían tener más higiene debería tener mejor actitud el tipo ese ya que te despacha lo que quiere y no lo que le piden no lo recomiendo | Los tacos regulares, la preparación pésima las personas que los preparan se ven muy sucias, hablan por teléfono preparando sus tacos, se limpian la grasa en su mandil, una cochinada creo eso les da su sabor, la choricera negro la manteca o aceite donde se cocina la carne | Muy buenos tacos tradicionales, buena porción y buen sabor por un buen precio, tres B's! | Según las personas el servicio es excelente , pero yo tuve la desfortuna de ser bien atendido .
La señora que supuestamente debía atenderme tomo el servicio de la persona que me llevo a ese lugar pero esa señora me salto tres veces , a pesar que le solicite en las tres ocasiones el servicio de forma amable .
Me levanté de la mesa para buscar a quien me pudiera tomar mi servicio, entonces la Sra , grito que ya estaba preparando lo que le pedí , cuando yo No le había pedido algo , solo le pregunté que había , me contestó que iba a ver lo que ya estaba listo .
Pasaron 10 minutos, le dije al amigo que me invitó a desayunar ahí, que me pidiera un vaso con agua un jugo de naranja y un café porque la señora no se hacerco a mi pero atendió a mi amigo rápidamente y a la mesa de a lado, a mi siguió ignorandome, después de que mi amigo casi termino su pedido y yo mi agua jugo llegó un plato de Chilaquiles con bisteck casi media hora después y yo no lo pedí , pero me lo comí , porque tenía mucha hambre eran la 7 am , llegamos a las 6:30 am .
Me da mucho coraje la actitud de la señora que en ningún momento le falte al respeto , pero ella hasta se burló en la cocina porque desde la cocina hasta donde estaba yo sentado escuché su Cínica Voz .
Gente como esa Sra envenena el ambiente del trabajo donde gente como Yo , acudí por primera vez sin mediar palabra de enojo o crítica , eso paso hace tres domingos atrás
Ojalá se enteren los dueños de eses magnífico lugar
Mujer Vulgar y pésimo servicio de esa señora .
Espero No volver a ese lugar mientras alguien con esa actitud permanezca laborando en esa fonda tan popular | Los tacos están muy ricos y el servicio es bueno.
Recomendados",5,2,1,2,40.0,20.0,40.0,0.2,Positivo,20.0,Pasivo
El Rey del Taco,"El Rey del Taco es una taquería muy recomendada, conocida por ofrecer comida de calidad consistente. Destaca por sus precios moderados y más de 2369 reseñas que respaldan su reputación.",Generado Automáticamente,Places API (Legacy),4.1,2369.0,"Ermita Iztapalapa 276, San Lucas, Iztapalapa, 09000 Ciudad de México, CDMX",55 3905 6797,19.3560011,-99.094763,9.69,https://maps.google.com/?cid=14728552991617256189,https://www.facebook.com/El-REY-DEL-TACO-104980812033034/?ref=page_internal,domingo: Cerrado; lunes: 8:00 a.m. – 6:30 p.m.; martes: 8:00 a.m. – 6:30 p.m.; miércoles: 8:00 a.m. – 6:30 p.m.; jueves: 8:00 a.m. – 6:30 p.m.; viernes: 8:00 a.m. – 6:30 p.m.; sábado: 8:00 a.m. – 6:30 p.m.,$$$,10,"Muy mal servicio pedí un alambre y me cobraron $470.00 pero no valió la pena ya que el alambre no tenía sazón ni sabor y muy mala imagen, les recomiendo ya no ir para que no pasen una mala experiencia, ya no es el original rey del taco. | Actualización: El rey del taco ya es horrible. Regresé después de algunos años donde le tomé una foto y es horrible. Ya falleció el señor bigotón y no sé quien quedó a cargo pero te los entregan en un plato de plástico que acaban de lavar (sin secar), ya ni le ponen un papel o algo abajo. Ya no hay de tripa y la salsa parece agua con pintura verde que no pinta. Lo peor es que pedí dos tacos. | Ya no son los mismos dueños o al menos los taqueros. Le intenté dar oportunidad 2 veces a volverlos a comer después de la ausencia de los taqueros y nada que ver, ya no son las mismas salsas solo tienen suadero y longaniza y la actitud de la señora que te atiende es súper prepotente.

!!! Cero recomendable ya no vayan ya no es la misma administración !!! | Es una Taquería donde las especialidades son carísimas (rondan entre los $180 y $400), pero los tacos de tripa y suadero eran bastante respetables y al estar muy bien servidos, con tortilla de tamaño casi normal, y si llegabas antes de la 1pm te daban cebollitas o aguacate en cada taco, lo que los hacían una buena opción si estabas al oriente de la ciudad, pero desde que murió el dueño y se fueron los hijos (que antes trabajaban ahí), bajaron muchísimo su calidad, sabor y además de que ahora los tacos son de tortilla más pequeña (mismo precio claro), la calidad de la carne es pésima, se ve vieja, es mucho más raquítica en sus porciones, ya ni siquiera te ponen cosas básicas  como el cilantro y la cebolla (la que le puse, la tomé de una mesa y no había ni cilantro en todo el lugar), la tortilla es tan delgada que termina rompiéndose, pero sobretodo es excesivamente grasosa, a grado tal que terminas con problemas para digerirlos.
El servicio nunca fue bueno, pero ahora es lento y mucho menos amable, la que te atiende ni siquiera te voltea a ver y además agarra dinero para cobrar mientras te sirve sin lavarse las manos.
Esta muy muy sucio, las salsas las diluyen mucho y constantemente no hay y terminan siendo aguadas y con poco sabor, no tienen los precios a la vista (so tienen un cartelito al fondo del local (con letra pequeña que no se ve) por lo que se paga mucho por unos muy malos tacos que terminan por ser caros para el lugar que es.
Los productos que ofrecen constantemente te los niegan y tienes que comer sólo lo que hay y no lo que quieres.
El baño esta también muy sucio y es hasta desagradable usarlo. Definitivamente es un ejemplo de una taquería que solía ser buena y ya no vale la pena.
No tiene estacionamiento, ni cuenta con accesos y prestaciones para personas con capacidades diferentes y mucho menos amenidades para niños o servicios extra. | En general buen sabor los de tripa una chulada el suadero no tanto aun así le doy un 8, salsas muy ricas y la atención de un chavito de 10  todo el tiempo atento y me llevo las salsas que le pedí muy amable se ganó su propina a ley.",5,2,2,1,40.0,40.0,20.0,0.0,Neutral,0.0,Pasivo
